"t","W","area","Q","Qs.obs","h","Fr","U","Ustar","UUstar","tau","shields","k","hk","kh","Re","sumks","ks","Qs.pred"
105,0.3,3.25,0.00067,0.0041025641025641,0.0101341387595897,0.731866927248161,0.230759744245788,0.0445905598151839,5.17508067183336,1.9883180246315,0.03838688924087,0.0045257722035725,2.23920654945694,0.446586760941069,154.404526513616,0.000675776994059566,0.00344054470930034,0.00458293830442506
120,0.3,3.25,0.00067,0.00820512820512821,0.00991649927556914,0.743351306549075,0.231850376262971,0.0441091505003969,5.25628749664731,1.94561715786667,0.0375624972559437,0.0045461028736671,2.18131871432333,0.458438280217208,153.423669353381,0.000457771339475852,0.00265386829697315,0.00402595163053901
150,0.3,3.25,0.00067,0.0164102564102564,0.0108894454843838,0.651914798917073,0.213072904575306,0.0462223885583178,4.60973375070127,2.13650920403611,0.04124789956206,0.00437388462819359,2.48965082759423,0.401662750822897,154.683546131306,0.000482841897996713,0.0027537864168597,0.00729328801639881
180,0.3,3.25,0.00067,0.00615384615384615,0.0102756355607054,0.703986059363978,0.223513062599851,0.0449007761292653,4.97793316437064,2.0160796970104,0.0389228619723689,0.00475025385060381,2.16317609203122,0.462283215723322,163.190577431631,0.000458284348569063,0.00298185444936124,0.00504909518986734
210,0.3,3.25,0.00067,0.00205128205128205,0.0097229728463934,0.742771595720894,0.229397841799114,0.0436766215779378,5.25218832206997,1.90764727246239,0.036829442599975,0.00600828383880628,1.6182612385245,0.61794719924935,200.781591094401,0.000500737657117091,0.00355495729024817,0.00355033071352711
240,0.3,3.25,0.00067,0.00615384615384615,0.00989795609388262,0.707071850406636,0.220328568532081,0.0440678906418241,4.99975300208653,1.94197898561977,0.0374922579313736,0.00548832531462017,1.80345652389004,0.554490771888976,185.048905716478,0.000612952616780298,0.0034581567185438,0.0039850840119699
300,0.3,3.25,0.00067,0.0112820512820513,0.0123786907556194,0.525923423538357,0.183271263635314,0.0492818336332216,3.71884019168817,2.42869912625253,0.046888980134922,0.00525908693716967,2.35377184357431,0.42485001370458,198.299500765298,0.000556827098655839,0.002991442399013,0.0161749884128782
360,0.3,3.25,0.00067,0.0338461538461538,0.0117880242060029,0.570777315543214,0.194098293786863,0.0480916869034324,4.0360051036806,2.31281034921777,0.04465160684092,0.00527885338918026,2.23306527704749,0.447814943109132,194.237922265937,0.000495303030157158,0.00296786101896985,0.0120091187326257
420,0.3,3.25,0.00067,0.0307692307692308,0.012247398137434,0.536166124188206,0.185847101791513,0.0490197869697997,3.79126702255989,2.40293951456455,0.0463916596114923,0.00492159073802132,2.48850397958078,0.401847860483817,184.587092219085,0.000421646349123992,0.00230727217050313,0.0152435262097081
480,0.3,3.25,0.00067,0.0358974358974359,0.0111136850942858,0.637244358458502,0.210411535886927,0.0466958779283446,4.50599807138878,2.18050501549886,0.0420972920238097,0.00463219692694727,2.39922552291185,0.416801167897854,165.496941270683,0.000482684156206183,0.0026596792504008,0.00823737167338828
485,0.3,3.25,0.001,0.0738461538461538,0.013503953826031,0.701573542734166,0.255351362023756,0.0514730583962843,4.96087409568399,2.64947574066729,0.0511513402501176,0.00578672331105787,2.33360973043696,0.428520667769393,227.896210339113,0.000486173045627483,0.00286341296814963,0.0277788230637655
490,0.3,3.25,0.001,0.110769230769231,0.0130543120594823,0.748481471772374,0.267850556409343,0.0506088532380494,5.29256324282733,2.56125602607042,0.0494481517404631,0.00608461500592594,2.14546229248168,0.466100011873567,235.604734387864,0.000575029053135809,0.00328926291999551,0.0225775123222248
495,0.3,3.25,0.001,0.0984615384615385,0.0115093666346446,0.866689990890377,0.291221877347228,0.0475198667266363,6.12842369745093,2.25813773371727,0.0435960857372902,0.00588162208310858,1.95683545661636,0.511029170397976,213.843838963857,0.000567044786516634,0.00317729220915438,0.0103012842889748
500,0.3,3.25,0.001,0.0984615384615385,0.0131208154892292,0.73306942822196,0.263002590381419,0.0507375994602304,5.18358363776293,2.57430399898677,0.0497000586713227,0.0070625910526505,1.85779063114593,0.538273787818154,274.169025233962,0.000673095972515675,0.0037533126097992,0.023414328194296
510,0.3,3.25,0.001,0.116923076923077,0.0136791693164474,0.690541190693784,0.252961224903963,0.0518059168424513,4.88286358628207,2.68385301988698,0.0518150352895735,0.00668120333785422,2.04741101635752,0.488421715039448,264.824685943676,0.000658483031870606,0.00373738282386673,0.0300993633799496
520,0.3,3.25,0.001,0.135384615384615,0.0133477538094481,0.666210232933423,0.241073735095569,0.0511744985067144,4.71081773403092,2.61882929741371,0.0505596735206366,0.00694528994315872,1.92184256074089,0.520333985950697,271.937054188886,0.000716360155053165,0.00404969547875137,0.0258287988470887
530,0.3,3.25,0.001,0.110769230769231,0.0110832445596623,0.90336824474876,0.297874126642037,0.0466318837557067,6.38777811770437,2.17453258260574,0.0419819869684177,0.00725543077341235,1.5275791204951,0.654630576304221,258.863354570269,0.000692342855229416,0.00426496361443349,0.00812432770228886
540,0.3,3.25,0.001,0.104615384615385,0.0116000271792698,0.871376422003638,0.293947527519741,0.0477066592057411,6.16156176964843,2.27592533257273,0.0439394968911733,0.00588629302687766,1.97068462720126,0.50743786509371,214.854916157906,0.000566225393864573,0.00322849364602021,0.0108586757594263
555,0.3,3.25,0.001,0.0738461538461539,0.0126035388241805,0.777741260565081,0.273473906917581,0.0497274000658008,5.49946119354143,2.47281431730421,0.04774067736432,0.00617653040820889,2.04055318944594,0.490063187361229,234.998315705882,0.000653379605697792,0.0035382376969456,0.0182101809680648
570,0.3,3.25,0.001,0.0902564102564103,0.0123994707072456,0.776760014893245,0.270908691458174,0.0493231806837473,5.49252273885577,2.43277615276159,0.0469676920729,0.00643755676474767,1.92611438785995,0.519179964753326,242.938619333993,0.000688778789191776,0.00371779407386053,0.0164012124645129
585,0.3,3.25,0.001,0.0738461538461539,0.0131208788471833,0.734961915696102,0.263682192865723,0.0507377219612525,5.1969655450257,2.57431642981737,0.0497002986635732,0.00607699604582611,2.15910603664045,0.463154649669726,235.90890262644,0.000645983968292876,0.00366679892963945,0.0232535393005802
600,0.3,3.25,0.001,0.0656410256410256,0.0129424023924285,0.74682767377207,0.26611071096197,0.050391461076203,5.28086912502006,2.53929934939448,0.0490242514864718,0.00675365922553496,1.91635407713414,0.52182423484885,260.387724548955,0.000698389551649584,0.0037961776108259,0.0213759728654709
630,0.3,3.25,0.001,0.0841025641025641,0.0132559109790409,0.716786392583679,0.25848125000998,0.0509981346138055,5.06844518858162,2.60080973408783,0.0502117840115186,0.00609081671055043,2.17637660251362,0.45947930098359,237.658982794695,0.000657030849952623,0.00349838228014649,0.0248031406668411
660,0.3,3.25,0.001,0.0902564102564103,0.0130431759800556,0.688884791954377,0.246418198285903,0.050587262500425,4.87115107847224,2.5590711272869,0.0494059696214226,0.00672189575268425,1.94040140757123,0.515357284373281,260.170087943022,0.000659050905418584,0.00379272907636683,0.0224983359366708
690,0.3,3.25,0.001,0.0923076923076923,0.0138290254515837,0.670943279156438,0.247124667830195,0.0520889123864257,4.74428542483056,2.71325479360073,0.0523826721650899,0.00698215982572373,1.98062287268686,0.504891675134209,278.26557875298,0.000758958893566081,0.00417800537784758,0.032157731709861
720,0.3,3.25,0.001,0.0861538461538462,0.0130078129493114,0.731970167644178,0.261474912594646,0.0505186391409636,5.17581069167452,2.5521329006549,0.0492720187473917,0.00681073562512124,1.90989838180363,0.523588066007805,263.251029326706,0.0007210610241165,0.00411878395036334,0.0220493832832048
725,0.3,3.25,0.0015,0.110769230769231,0.015673941030528,0.844617933132777,0.331195102562637,0.0554547313598181,5.97235068029952,3.07522723018959,0.0593709887519999,0.00547896831251227,2.8607467932847,0.34955907399683,232.467265416468,0.000614043783855223,0.00321823995951996,0.0677613643180273
730,0.3,3.25,0.0015,0.184615384615385,0.0159281912675243,0.82893048832115,0.327669371525864,0.055902693375975,5.86142369424162,3.12511112668828,0.0603340578315316,0.00619884171090343,2.56954315182908,0.389174238731181,265.135384430634,0.000512892332788004,0.00372805021323988,0.0743996592026797
735,0.3,3.25,0.0015,0.221538461538462,0.0152651987569487,0.877680262694146,0.339642530072545,0.0547268854961923,6.20613665464621,2.99503199611334,0.0578227225641997,0.00533612003188363,2.86073001839131,0.34956112375901,223.434758973859,0.000462581828990418,0.0030659027646854,0.0580480555422457
740,0.3,3.25,0.0015,0.221538461538462,0.0153063897182092,0.769220398811727,0.298072341902064,0.0548006721009208,5.43920960226793,3.00311366271264,0.0579787489326105,0.00731337191746737,2.09293194588547,0.477798622151052,306.639400459993,0.000641347323412647,0.00478248344794297,0.0588732387740269
750,0.3,3.25,0.0015,0.141538461538462,0.0159640876784083,0.820224851447125,0.32459324633994,0.0559656502017418,5.79986554555991,3.13215400250372,0.0604700290848801,0.00742048265839244,2.15135435433613,0.464823471774635,317.74455760343,0.000579866926444594,0.0043328437922073,0.0748535816744636
760,0.3,3.25,0.0015,0.190769230769231,0.0169904425643306,0.676522461208933,0.276197071576383,0.057736685314639,4.7837361994585,3.33352483112166,0.0643577369861006,0.00760534900914484,2.2340122121813,0.447625126911725,335.966061552408,0.000648511386162298,0.00451227560491613,0.107378058449681
770,0.3,3.25,0.0015,0.209230769230769,0.0154778734131768,0.767982562119905,0.299255063751966,0.0551067941697327,5.43045677508004,3.03675876366529,0.0586283083832454,0.00757997084831251,2.04194365953565,0.48972947678067,319.592879380667,0.000590880020886986,0.00454358405397049,0.0627404926175065
780,0.3,3.25,0.0015,0.24,0.0163301949953343,0.789875025179687,0.316146640507908,0.0566037477388609,5.58525986594452,3.2039842580846,0.0618567992247513,0.00691110292680694,2.36289274928788,0.423210067533272,299.307059423323,0.000613176517090136,0.00440902594642436,0.0855885125228779
795,0.3,3.25,0.0015,0.188717948717949,0.0157171135719368,0.778415573799429,0.305655641283557,0.0555310515190735,5.50422930814794,3.08369768281399,0.059534521105821,0.00669802277473072,2.3465303270141,0.426161123292395,284.581673894031,0.000500769243401523,0.00385824821994866,0.0686172409602113
810,0.3,3.25,0.0015,0.172307692307692,0.0146784324859183,0.910102230064999,0.345354025075237,0.053664778521272,6.4353945845196,2.87990845373717,0.0556001230527209,0.00659939235736712,2.22420969856904,0.449597895667553,270.967811195931,0.000534280978104574,0.00361156710341308,0.0460216066018808
825,0.3,3.25,0.0015,0.176410256410256,0.013062199969472,0.886873009510395,0.317471033510229,0.0506241408224416,6.27113919076122,2.5628036340104,0.0494780301873938,0.00587864142476911,2.22197596785468,0.45004987203597,227.697912266374,0.000477876728326639,0.00420053772098161,0.0227400161175012
840,0.3,3.25,0.0015,0.180512820512821,0.0134648787935569,0.88697067247925,0.322362851028352,0.0513985332407052,6.2718297722367,2.64180921929587,0.0510033287634733,0.00645618297226442,2.08557887089039,0.479483185199836,253.893140863051,0.000469899068564639,0.00366552489821463,0.0274339553427059
870,0.3,3.25,0.0015,0.182564102564103,0.0147251290782712,0.756794806068972,0.287635311930097,0.0537500727921072,5.35134739338128,2.88907032515682,0.0557770040843608,0.00634627414336976,2.32027938686753,0.430982581520081,260.989056744294,0.000489925388450313,0.00384276100606534,0.0469008194122816
900,0.3,3.25,0.0015,0.178461538461538,0.0132075205315613,0.984260683100962,0.354287058202981,0.0509049656545639,6.95977403475994,2.59131552829234,0.0500284868619748,0.00622938203524944,2.12019755038711,0.471654162517742,242.621636230704,0.000506693405308884,0.0043153830289148,0.0242955802583794
930,0.3,3.25,0.0015,0.162051282051282,0.0151956455620168,0.775722404614614,0.299502475445856,0.0546020664377063,5.48518572621328,2.98138565926769,0.0575592634924877,0.00581598041734305,2.61274015240902,0.382739936490803,242.972111054448,0.000472907290052175,0.00365949121379419,0.0567034487755107
960,0.3,3.25,0.0015,0.184615384615385,0.0153585371794093,0.743611481155756,0.288639336084835,0.0548939431504069,5.25812720893407,3.0133449946001,0.0581762771947321,0.00647996455200726,2.37015759208926,0.421912873362363,272.158229330174,0.000562061639608507,0.00378163913220415,0.0603735951286367
965,0.3,3.25,0.00225,0.209230769230769,0.0184650939700065,0.971274722725407,0.413382751096461,0.0601901274040459,6.86794942834219,3.62285143691528,0.0699435377651762,0.00467807490283631,3.94715654484523,0.253346931807391,215.435290288743,0.00035461128736554,0.00248986646109519,0.170673652034677
970,0.3,3.25,0.00225,0.406153846153846,0.0193906810854116,0.904933922517592,0.394682530565919,0.0616802369398639,6.39884913137931,3.80445162895776,0.073449549565953,0.0037902189095036,5.11597919497245,0.1954660020867,178.868860284725,0.000304471409567352,0.00180487435663001,0.221523317083309
975,0.3,3.25,0.00225,0.504615384615385,0.0190670770891476,0.922557905232165,0.398997522944702,0.0611633920322505,6.5234695082692,3.74096052489077,0.072223776852832,0.0034527805153738,5.52223838273237,0.181085989175499,161.579011677983,0.000314541637782254,0.0017892079451876,0.202467741200912
980,0.3,3.25,0.00225,0.443076923076923,0.0175589112178238,1.06758167035281,0.4430823024191,0.0586946196932651,7.54894238576933,3.44505838093702,0.0665110273402415,0.00416209652665043,4.21876597656777,0.237036139372102,186.910996754711,0.00038152213355822,0.00276244588159467,0.129470848494546
990,0.3,3.25,0.00225,0.412307692307692,0.0177430970729802,1.00727824344258,0.420241242220296,0.0590016579912694,7.12253276479925,3.48119564571872,0.0672087010340161,0.00345436531565251,5.13642752044268,0.194687844035579,155.939771179061,0.000333267019402112,0.00245151146413142,0.137380565370592
1000,0.3,3.25,0.00225,0.387692307692308,0.0182791197355966,1.00591115655944,0.425962892504124,0.0598862529477679,7.11286600074383,3.58636329212404,0.0692390899075627,0.00362143707291425,5.04747683517995,0.198118789378129,165.932897156058,0.000332246784303511,0.00265455336613465,0.161047310568368
1010,0.3,3.25,0.00225,0.369230769230769,0.0173038680474009,1.07256984821494,0.441907818127112,0.0582667908065997,7.58421412969012,3.39501891090005,0.0655449547250034,0.00335128030262235,5.16336041299224,0.193672321901791,149.401949753003,0.000326776264563417,0.002023016015912,0.119571855624201
1020,0.3,3.25,0.00225,0.363076923076923,0.0171586660476637,1.10558557868344,0.45359538753462,0.0580218086459878,7.81767059869111,3.36653027855162,0.0649949471502413,0.00289546422701912,5.92605009156979,0.168746464263366,128.538692671313,0.00027424423039116,0.00163026078962935,0.113876227672969
1035,0.3,3.25,0.00225,0.363076923076923,0.0180710677218258,1.02252431029745,0.430526662504906,0.0595444664685328,7.23033873739425,3.54554348702223,0.0684510140978251,0.00306117062856707,5.90331932274055,0.169396223603869,139.461187335248,0.000295582331934317,0.00250826738236277,0.151606827182803
1050,0.3,3.25,0.00225,0.369230769230769,0.0184247616786334,0.994436257651795,0.42277801342014,0.0601243564734616,7.03172621243357,3.61493824134788,0.0697907639342176,0.00312126666568442,5.90297582747333,0.169406080801797,143.583894151754,0.000312582035571407,0.00167265019171231,0.16838634321287
1065,0.3,3.25,0.00225,0.393846153846154,0.0184152654621602,0.99326982592205,0.42217327545988,0.0601088602759679,7.02347829457463,3.61307508367583,0.0697547934172735,0.00312827417930044,5.88671721424313,0.169873966016316,143.869162623174,0.00032146298166153,0.00218841253080155,0.167919477373959
1080,0.3,3.25,0.00225,0.340512820512821,0.0179321696325615,1.03467441671235,0.433964929526207,0.0593151893018017,7.31625296377541,3.51829168190858,0.067924884971824,0.00355924340060693,5.03819705881978,0.198483701277507,161.528076570917,0.000342263912736871,0.00211071499061996,0.145354844235956
1110,0.3,3.25,0.00225,0.377435897435897,0.0180581013443775,1.00433030396133,0.422714469224534,0.0595231004213227,7.10168768482205,3.54299948376687,0.068401899031733,0.00339563045311906,5.31804081559883,0.188039173574375,154.64303936856,0.000328422374240118,0.00186952621372086,0.151015232003978
1140,0.3,3.25,0.00225,0.375384615384615,0.0175656699437989,1.0750676414037,0.446275096884455,0.0587059148891604,7.60187619470787,3.44638444297334,0.0665366285749959,0.00296744481621554,5.91945968053447,0.168934337586317,133.287347221905,0.000280731602631935,0.00191248407474646,0.129746790370168
1170,0.3,3.25,0.00225,0.315897435897436,0.0173545795874283,1.08778900631115,0.448834485339724,0.0583521080600645,7.69182982862792,3.40496851505344,0.0657370438917741,0.00338596188667718,5.12545036484723,0.195104806176346,151.169100151987,0.00027142435535754,0.00147824978576948,0.121118048748399
1200,0.3,3.25,0.00225,0.363076923076923,0.0169683696729321,1.10020091880228,0.448876185958958,0.0576991692299749,7.77959530352763,3.32919412982928,0.0642741275489853,0.00332084477483057,5.1096545678796,0.195707945951223,146.602895676685,0.000329682589097338,0.00204884960733132,0.106780085451261
