"t","W","Q","kg","Qs.obs","h","Fr","U","Ustar","UUstar","tau","shields","k","hk","kh","Re","sumks","ks","Qs.pred"
NA,NA,NA,NA,NA,0.05,0.928098029902592,0.65,0.195348150746302,3.32739264496111,NA,NA,0.0194445560977917,2.57141380592784,0.388891121955835,2906.24183304235,0.00907549586376215,0.0134885332573617,NA
NA,NA,NA,NA,NA,0.058,0.901488959357445,0.68,0.209719226586405,3.24243042027354,NA,NA,0.0205979937170117,2.81580821884116,0.355137822707098,3305.12265613108,0.0107657645146668,0.0146745511363552,NA
NA,NA,NA,NA,NA,0.055,0.993818350746463,0.73,0.203694366637863,3.58380063253211,NA,NA,0.0200673562854391,2.74076959703496,0.36486102337162,3127.47316653317,0.0104664405167341,0.0127961429837932,NA
NA,NA,NA,NA,NA,0.047,0.647991402657051,0.44,0.192894657779836,2.28103776985987,NA,NA,0.0145644124531756,3.22704401232143,0.309881116025012,2149.50065487352,0.0093969011335354,0.0169242692593701,NA
NA,NA,NA,NA,NA,0.073,0.744465567216945,0.63,0.24069673242485,2.6174015478033,NA,NA,0.0190117642619423,3.83972781243302,0.260435126875922,3501.20086876898,0.0143693980101096,0.019283169593387,NA
NA,NA,NA,NA,NA,0.081,0.863801019014527,0.77,0.253856004459221,3.03321562804984,NA,NA,0.0227530426918459,3.55996343421042,0.280901761627727,4419.27812321506,0.0188542189939476,0.030463663086238,NA
NA,NA,NA,NA,NA,0.1,0.858191921488459,0.85,0.280667596989749,3.02849352442721,NA,NA,0.0245223973197793,4.07790472913274,0.245223973197793,5265.98494886787,0.022123457321775,0.028030472124176,NA
NA,NA,NA,NA,NA,0.109,0.851010501819013,0.88,0.296652266129892,2.96643612900865,NA,NA,0.0328322129915362,3.31991023657464,0.301212963225103,7451.98958377849,0.0234543570945415,0.0611148119289315,NA
NA,NA,NA,NA,NA,0.068,0.820324802547967,0.67,0.234166556109108,2.86121131528201,NA,NA,0.0248544860685455,2.73592460582225,0.365507148066845,4453.01408303986,0.0154638121400249,0.0286167354331425,NA
NA,NA,NA,NA,NA,0.065,0.876610882892902,0.7,0.22908207044638,3.05567344766882,NA,NA,0.0242060999786482,2.68527354911925,0.372401538133048,4242.68056659585,0.013345646540908,0.0273927505914301,NA
NA,NA,NA,NA,NA,0.06,0.990611723540648,0.76,0.220094934062554,3.45305539737683,NA,NA,0.0223384671831327,2.68594973451467,0.372307786385545,3761.73179933444,0.0094061617898496,0.0199954186804185,NA
NA,NA,NA,NA,NA,0.075,0.967638093216025,0.83,0.246073617033602,3.37297435623365,NA,NA,0.0243959472968538,3.07428111265318,0.325279297291384,4593.11323052635,0.0131446364836484,0.0304798859629524,NA
NA,NA,NA,NA,NA,0.089,1.00600084749573,0.94,0.267732495226112,3.51096716596216,NA,NA,0.0247910676907602,3.59000270218983,0.278551322368092,5078.32778283601,0.0143109369063395,0.0301823673461886,NA
NA,NA,NA,NA,NA,0.047,0.589083093324592,0.4,0.190368332450542,2.10118980846734,NA,NA,0.0146309659978374,3.21236478896521,0.311297148890157,2131.04253951712,0.00907463793333191,0.0166654594327971,NA
NA,NA,NA,NA,NA,0.056,0.70157616554607,0.52,0.208325322512651,2.49609597973104,NA,NA,0.0167443697544273,3.34440775145887,0.299006602757629,2668.91830861678,0.0122799553515418,0.0218067902396584,NA
NA,NA,NA,NA,NA,0.065,0.801472807216367,0.64,0.223730920974281,2.86057911536319,NA,NA,0.0205577793346561,3.16182010429617,0.316273528225479,3519.05960499515,0.0128069644183613,0.0212318496288837,NA
NA,NA,NA,NA,NA,0.077,0.83992980756065,0.73,0.242420679810944,3.01129425331743,NA,NA,0.0240808150715405,3.1975661858307,0.312737858071954,4466.47862283432,0.0148285504614703,0.0269927898285556,NA
NA,NA,NA,NA,NA,0.083,0.941988011913111,0.85,0.250553652936851,3.39248695852873,NA,NA,0.0227347764754396,3.65079463568357,0.27391296958361,4358.2871420231,0.0160114466857641,0.0212759417450838,NA
NA,NA,NA,NA,NA,0.09,0.989753828061857,0.93,0.259207812382266,3.58785482371374,NA,NA,0.0269776367228764,3.3360965204073,0.299751519143071,5350.27865201245,0.0185389516094006,0.0273922600377144,NA
NA,NA,NA,NA,NA,0.098,0.999490186048945,0.98,0.271724095361453,3.60659954979842,NA,NA,0.0288713806362952,3.39436486375719,0.294605924860155,6002.3334240501,0.0241345982452619,0.0275869954707319,NA
NA,NA,NA,NA,NA,0.104,1.02963231860643,1.04,0.278640025839792,3.73241423900083,NA,NA,0.0294333281904087,3.53340945091931,0.283012771061623,6274.90690705935,0.022261548194341,0.0260229769076183,NA
NA,NA,NA,NA,NA,0.108,0.748073626281465,0.77,0.294569876260286,2.6139807972748,NA,NA,0.0291802260679646,3.70113650759435,0.270187278407079,6576.59952722837,0.0205080194481651,0.0345466184505432,NA
NA,NA,NA,NA,NA,0.081,0.975982969535894,0.87,0.256347902273453,3.39382531428694,NA,NA,0.0261919178537746,3.09255704191691,0.323357010540428,5137.14093216047,0.0161809289764297,0.0259656021695472,NA
NA,NA,NA,NA,NA,0.075,1.09587928629285,0.94,0.246670883972957,3.81074565777716,NA,NA,0.0242860101202857,3.08819767547382,0.323813468270477,4583.51307157388,0.0167532304073451,0.0247746980418107,NA
NA,NA,NA,NA,NA,0.072,1.17797057641483,0.99,0.242416633092698,4.08387818678032,NA,NA,0.0237522137780564,3.03129639505508,0.329891858028561,4405.45653601717,0.0119691499321532,0.0203668154756164,NA
NA,NA,NA,NA,NA,0.046,0.610338037892249,0.41,0.190002105251495,2.15787082704851,NA,NA,0.0168891773893055,2.72363768463512,0.367156030202294,2455.22514149502,0.0107250332441746,0.0200442636447977,NA
NA,NA,NA,NA,NA,0.069,0.729276469974378,0.6,0.232994802517138,2.57516473980516,NA,NA,0.0224727663930771,3.07038300461557,0.325692266566335,4006.14978406181,0.0203667810435358,0.0298760895412617,NA
NA,NA,NA,NA,NA,0.082,0.769321130035318,0.69,0.254155318653771,2.71487531189527,NA,NA,0.0232709340961016,3.52370900374545,0.283791879220751,4525.196381458,0.0214673002585972,0.0279283172053749,NA
NA,NA,NA,NA,NA,0.086,0.892750543113037,0.82,0.254710529817674,3.21934079673491,NA,NA,0.0296248087657244,2.90297232566447,0.344474520531679,5773.3364471805,0.0230849476979022,0.0277574078930961,NA
NA,NA,NA,NA,NA,0.097,0.881613192625276,0.86,0.27033419317578,3.1812475880208,NA,NA,0.0271798615638089,3.56881876577177,0.280204758389782,5621.76430488269,0.0225588457358938,0.0404196520937079,NA
NA,NA,NA,NA,NA,0.073,0.909902359931822,0.77,0.234823359144698,3.27906049383071,NA,NA,0.0238483974105991,3.06100232829717,0.326690375487658,4284.74429240597,0.0139461621751667,0.028899921695239,NA
NA,NA,NA,NA,NA,0.072,0.928098029902592,0.78,0.232754686311576,3.3511677567508,NA,NA,0.0239289217946158,3.00891116691269,0.332346136036331,4261.33793885236,0.0129291380187876,0.0274745477247123,NA
NA,NA,NA,NA,NA,0.067,1.03611361608735,0.84,0.224234598133294,3.74607668483286,NA,NA,0.0227689295903987,2.94260649074399,0.33983477000595,3906.33647790996,0.011334970058263,0.0244807669483802,NA
NA,NA,NA,NA,NA,0.08,1.00464010119325,0.89,0.245664649471592,3.6228248627319,NA,NA,0.0224481378494728,3.56376999002966,0.28060172311841,4219.36795415509,0.0138722945694852,0.0246999718911639,NA
NA,NA,NA,NA,NA,0.093,0.942250836061501,0.9,0.257184612681241,3.49943175300101,NA,NA,0.0390462837603741,2.38178876562846,0.419852513552409,7683.32315650623,0.0183842077050422,0.0274115406594175,NA
