"t","W","area","Q","Qs.obs","h","Fr","U","Ustar","UUstar","tau","shields","k","hk","kh","Re","sumks","ks","Qs.pred"
105,0.3,3.25,0.001,0.110769230769231,0.0121914883701209,0.750401555082573,0.259511491317965,0.0489077705300263,5.30614028211818,2.39197001821771,0.0461798801898517,0.0062675262208279,1.94518346482648,0.514090325196756,234.530018515053,0.000520132478658716,0.00328527856769421,0.0147131769499372
120,0.3,3.25,0.001,0.110769230769231,0.0126513637887294,0.736064916982426,0.259310017312428,0.049821657693705,5.20476494191787,2.48219757534872,0.0479218325330661,0.00587384890759999,2.15384562792554,0.464285827653834,223.905806900528,0.000464939386232688,0.00315999345039186,0.0184483190101622
150,0.3,3.25,0.001,0.125128205128205,0.0119032223512798,0.857882029816533,0.293153003096012,0.0483261029395202,6.0661420074135,2.3354122253211,0.0450879634518175,0.00624175377473501,1.90703170629078,0.524375130576629,230.787785341226,0.000459939752482097,0.00302931171749218,0.0126736374808246
180,0.3,3.25,0.001,0.106666666666667,0.00996296613956136,1.12251945549064,0.350931786901834,0.0442123733425603,7.93741118991265,1.95473395658194,0.0377385081043991,0.00654103478895036,1.52314831842686,0.656534881010681,221.266007754972,0.00048751720907332,0.00329502966617589,0.00411900046803119
210,0.3,3.25,0.001,0.0841025641025641,0.0111358132902533,0.862289790766022,0.285002531935321,0.0467423423412616,6.09730958398583,2.18484656754769,0.0421811109479291,0.00597083225051293,1.86503536241479,0.53618286288429,213.535336737353,0.000457367168048058,0.00293413755204215,0.00837038469406741
240,0.3,3.25,0.001,0.114871794871795,0.0107139868788766,0.935816092140189,0.303389515039083,0.0458484920759187,6.61721904695823,2.10208422563558,0.0405832836321082,0.00598673953060784,1.78961967930961,0.558777941235969,210.0099310862,0.000439556630999576,0.00295973481714057,0.00652420300866787
300,0.3,3.25,0.001,0.108717948717949,0.0124745567421809,0.793854405830252,0.277707701867682,0.0494722956089153,5.61339833637389,2.4475080328159,0.0472521088718975,0.00593699657695296,2.10115612843814,0.475928459796719,224.725975274778,0.000472852891498567,0.00318645306699111,0.0169974919927126
360,0.3,3.25,0.001,0.102564102564103,0.0108460773133927,0.902650776525868,0.29443579840142,0.0461302543770099,6.38270485124744,2.12800036888764,0.0410836261870935,0.00546140779188442,1.98594899459985,0.503537604802126,192.75909005066,0.00046596590212113,0.0027987031668686,0.00703779374910673
420,0.3,3.25,0.001,0.116923076923077,0.0115600457190034,0.860578214144429,0.289804167890116,0.0476243736973882,6.08520690962934,2.26808097006848,0.0437880519659221,0.00572057739422935,2.02078302981526,0.494857679050988,208.44599509381,0.000443576019940065,0.00289835482816153,0.0105157403901838
480,0.3,3.25,0.001,0.0882051282051282,0.01157106330051,0.862915715082879,0.290729778004298,0.0476470630738146,6.10173553727543,2.27024261956007,0.0438297852292046,0.00482867189156221,2.39632419852956,0.41730580553901,176.030630589151,0.000448792377369701,0.00317782635620289,0.0105787732285614
600,0.3,3.25,0.001,0.107692307692308,0.0122531382444884,0.817277192280238,0.283352826809622,0.049031272914015,5.77902244770458,2.40406572356862,0.0464134024412439,0.00621739883571649,1.97078208560451,0.507412771459847,233.241759088978,0.000491415505518396,0.00351016230619185,0.0152351115206359
720,0.3,3.25,0.001,0.0882051282051282,0.011803813329914,0.831376019492432,0.282906654812859,0.0481238836268348,5.87871621098978,2.31590817532914,0.0447114141284623,0.00570390037621224,2.06942838257504,0.483225227033795,210.018238656387,0.000466227908052395,0.00311323558643739,0.0120262964772436
840,0.3,3.25,0.001,0.0887179487179487,0.0124315412753374,0.764808104460524,0.2670849848134,0.0493869253772818,5.40800996970466,2.4390683982212,0.0470891714974902,0.00555423887779898,2.23820788929837,0.446786022326763,209.875119346179,0.000513855244924889,0.00320607351189544,0.0165215263284478
960,0.3,3.25,0.001,0.0907692307692308,0.0108451337331216,0.968432053353544,0.315879262179365,0.0461282477278126,6.84784872044703,2.12781523843845,0.0410800520193999,0.00548798389468485,1.9761599052113,0.506031924523372,193.688661530427,0.000507026070574321,0.00311011416899902,0.00703392353607456
